household_key,AGE_DESC,INCOME_DESC,MARITAL_STATUS_CODE,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
692,65+,35-49K,U,Homeowner,Single Female,1,None/Unknown,840361,834484,838867,857390,904360,857006,6534178,862349,1067443,938283
693,45-54,15-24K,U,Unknown,2 Adults No Kids,2,None/Unknown,823721,840361,845307,856772,854496,867188,882138,872137,1130375,1044188
694,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,847982,845814,844165,1037840,826249,1029743,1038038,999971,890423,1098066
695,35-44,35-49K,B,Unknown,1 Adult Kids,3,2,820165,829323,830127,858918,860776,907014,6534178,995242,13039088,945805
696,35-44,50-74K,U,Homeowner,2 Adults No Kids,2,None/Unknown,820165,821867,845307,840361,834484,856772,860776,866227,901062,907014
697,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,860776,6534178,1082185,847270,1037451,1039081,992986,826272,1106271,13007411
698,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,6534178,5584808,1005186,1080414,879755,920724,883404,987480,1022872
699,45-54,50-74K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,823721,823990,845307,857540,6534178,1404121,830568,9420353,15452612
700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,904360,6534178,904023,1045220,883404,1053763,1038217,1012873,944139,1130858
701,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,859475,1130468,5569374,981760,1013321,913026,847982,866227,891632,8065410
702,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,845896,865456,867188,904360,6534178,9836195,9835947,1086715,1029743
703,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,865178,914190,6534178,1404121,1046275,995242,1007195,970365,1121720
704,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,994928,893501,866140,1053690,1055863,5569098,916990,821867,823721
705,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,849250,866227,860776,1007195,871876,911878,912112,1106523,914697,5587133
706,45-54,50-74K,B,Homeowner,2 Adults No Kids,2,None/Unknown,867188,6534178,6533889,6534166,883404,1053690,973861,916122,923746,10285144
707,25-34,100-124K,A,Homeowner,2 Adults Kids,5+,3+,830503,840361,834484,830156,838738,865456,856942,914190,856772,6534178
708,35-44,100-124K,A,Homeowner,2 Adults Kids,4,2,823721,847982,860776,845208,976065,995242,910439,1007195,1132763,1029743
709,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,820165,834484,866227,860776,861272,914190,961554,1120741,987480
710,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,835618,840361,6534178,925626,1110572,1114263,960318,1044078,1106523,1106520
711,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,942088,1038467,864893,823641,15924953,1030362,1026946,15511396,920308
712,65+,50-74K,A,Homeowner,2 Adults No Kids,2,None/Unknown,823990,820165,821867,834484,830304,840361,838738,844818,872137,860776
713,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,841266,6534178,936508,845675,962229,5569230,866227,7409957,837527,1064919
714,55-64,15-24K,U,Unknown,2 Adults Kids,3,1,820165,829323,907014,866227,1003421,819765,1004097,1093113,986947,956609
715,55-64,15-24K,A,Homeowner,2 Adults No Kids,2,None/Unknown,834484,840361,845307,860776,6534178,910291,1092948,6463520,8160319,6463451
716,45-54,75-99K,A,Homeowner,2 Adults Kids,5+,3+,840361,847982,860776,6534178,1058997,916122,12263841,891542,968215,999858
717,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,10282180,861445,967227,1071632,985493,5573846,834458,968029,886964
718,45-54,25-34K,A,Homeowner,2 Adults Kids,5+,3+,834484,823990,825123,827671,829323,844818,840361,847982,860776,866227
719,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,841266,859191,866227,1034837,966494,902238,999639,1099802,911915,849843
720,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,1115069,1056212,968215,1104077,1055044,841173,879734,1055504,895268
721,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534166,7168286,1131169,9934800,1127817,7169070,1116297,962797,9396821,1041032
722,35-44,50-74K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,834484,840361,841905,885356,883039,860776,6410464,6533889,6534178
723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,883616,960142,934948,916487,1022340,1082212,1024731,986947,827079
724,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,6534166,7410160,870506,986947,1082185,1105623,1062002,1101104,835058
725,45-54,25-34K,U,Unknown,Single Female,1,None/Unknown,827656,834484,840361,847982,860776,904360,1038217,937571,844165,1058997
726,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,834484,6534178,1007195,995242,830941,995965,838258,1055853,1136666
727,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,834484,852014,847982,907014,914190,860776,859191,857006,858450
728,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,827671,840361,847982,882138,861445,6534178,1124047,1085604,1069039,1069268
729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1934187,1903190,1856779,1810202,1871848,1737318,1870702,1994074,2000050,1789492
730,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1058997,6391063,854520,9419268,925091,8293447,836281,855544,1002681,6979089
731,45-54,35-49K,U,Homeowner,2 Adults No Kids,2,None/Unknown,847982,865178,860776,6534178,995242,908531,822407,962229,981760,6034249
732,55-64,75-99K,A,Homeowner,2 Adults Kids,4,2,820165,834484,840361,845078,860776,878285,6534178,825618,916122,5569471
733,45-54,75-99K,A,Homeowner,2 Adults No Kids,2,None/Unknown,847982,907014,1017041,932702,890612,1036939,899580,5569471,7157395,966891
734,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,830156,904360,6534178,6534166,6533889,819063,979312,845163,1110142,995242
735,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1007195,1043663,6534871,1122405,1083740,904422,981760,908846,949023,1106523
736,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,827671,830503,840361,834484,13115493,1053690,13115903,953476,894426,962568
737,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,834484,840361,856772,6534178,847270,1024306,1082185,1058997,901062
738,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,834484,848761,908213,860776,6534178,883404,1106523,1044078,868075
739,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9526410,946839,856788,910151,833870,907418,845675,1117219,5995705,821867
740,45-54,175-199K,A,Homeowner,Single Female,2,None/Unknown,820165,834484,845896,830304,840361,860776,866227,869465,854496,914190
741,65+,50-74K,U,Homeowner,2 Adults Kids,3,1,823721,825123,840361,866227,914190,6534178,927191,1007195,1109598,901666
742,35-44,15-24K,A,Renter,1 Adult Kids,4,2,840361,860776,6534178,1106301,5592931,1106523,920799,882441,940024,6396581
743,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,907014,6534178,1053763,1118598,1050131,898980,1122358,1051323,1135222
744,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,830503,883039,860776,866227,1404121,6534178,862349,1082185,1024306
745,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823721,840361,829323,861272,866227,860776,852662,858450,967395,854754
746,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,980823,1115069,10341234,1098126,923751,887534,9932374,5568731,947658
747,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,840361,866227,1009482,852317,833715,909894,1005186,883404,1120741
748,45-54,Under 15K,B,Homeowner,2 Adults Kids,3,1,840361,6534178,1133018,1106523,6773204,956609,1103476,1108168,859075,900610
749,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,866227,6534178,850546,1043095,6552522,995242,1135768,1082185,1070015,890695
750,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,844165,1078315,965766,1133018,883404,1065941,1129671,834833,9527487,866227
751,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,883404,1029685,908213,844165,879755,9245413,1054216,990869,969039,1094107
752,35-44,75-99K,A,Renter,Single Female,2,None/Unknown,820165,834484,840361,6534178,856515,1033142,9879409,1005186,1034499,953476
753,45-54,75-99K,A,Homeowner,2 Adults Kids,4,2,834484,9337581,10285005,1085476,1110764,1067667,1030362,980246,1069733,1029743
754,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,901062,986947,1036347,1082185,1058997,1016785,841584,1005274,984715
755,35-44,50-74K,U,Homeowner,Unknown,1,None/Unknown,834631,840361,6534178,972569,1063207,7410042,862349,861615,863259,1127831
756,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,882138,6534178,1036432,995242,1135995,883404,989075,844839,845537,918733
757,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,831728,844818,866227,6534178,6534166,5569471,826249,1102959,962229
758,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,397896,994955,5570414,2553955,972858,880469,2473810,5852644,10148958,967968
759,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,824661,1015612,1082185,1043084,860776,1094400,833715,9419852,1102929
760,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,827656,835618,914190,901062,6534178,870804,1057260,826249,1133018,986947
761,25-34,125-149K,A,Homeowner,1 Adult Kids,5+,3+,820165,823721,840361,882138,865178,914190,865456,6534178,9878513,847270
762,35-44,125-149K,A,Renter,Single Female,2,None/Unknown,820165,840361,841905,861272,866227,885356,865178,857390,865501,819845
763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,840361,865456,6534178,1029743,972742,1029624,930917,1068719,892008
764,35-44,50-74K,A,Homeowner,2 Adults Kids,5+,3+,821867,834484,840361,6534178,1095275,1028422,923746,1071939,9420067,17249698
765,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,823721,834484,840361,859191,882138,858918,6534178,945805,1050851
766,45-54,150-174K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,840361,834484,860776,901062,916990,1007195,862349,9547021,1082185
767,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,841266,854496,995242,862349,1015781,1082185,1077430,1042571,8273950
768,35-44,50-74K,A,Renter,Single Female,2,None/Unknown,820165,840361,866227,847982,865178,6534178,1023958,834117,1100410,1026712
769,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,6534178,1106523,953476,968417,1029743,1082185,903674,1132763,1065593
770,25-34,50-74K,A,Homeowner,2 Adults Kids,5+,3+,820165,854496,907014,865456,856772,6534178,5569230,833723,1131438,960858
771,45-54,50-74K,U,Homeowner,Unknown,1,None/Unknown,820165,834484,840361,845307,883039,860776,847982,866227,855488,914190
772,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5703832,1870702,1952718,1342631,6536271,1913864,1871314,1313189,2007188,6544062
773,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,861272,860776,938300,1082185,909714,835973,859427,5575713,995785,994799
774,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,830750,948119,936924,951526,866227,907014,897125,928342,1013321
775,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1045220,909479,1065593,9245413,1041119,866227,904360,1070015,937571,935770
776,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,845078,841266,914190,872137,397896,1029743,989075,971165,8205218
777,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6544236,6534178,862725,1072206,897306,1017041,1127624,6533608,864033,943459
778,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,831509,856772,6534178,8090537,1114597,906202,1106523,1133018,826249,1006188
779,65+,125-149K,U,Homeowner,2 Adults Kids,3,1,820165,834484,845078,878285,1057260,6533362,1051434,5569230,968215,1133018
780,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,840361,1077409,905181,849809,1112205,8019840,1092264,1071939,5584645
781,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,872137,907014,926065,918688,986939,912681,910673,861485,847239,1092303
782,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,835796,844818,6534178,1118393,1106523,1092026,8090537,5568378,823365,1115929
783,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1095275,1128900,938138,871162,926804,987480,1029743,857849,1128744,896518
784,45-54,100-124K,A,Homeowner,Single Female,2,None/Unknown,834484,845307,851515,904360,914190,6534178,939442,861485,5569230,1102250
785,65+,75-99K,A,Homeowner,2 Adults No Kids,2,None/Unknown,840361,6534178,1121624,1082185,1092133,2655770,1128828,1072917,1126899,825703
786,19-24,75-99K,U,Homeowner,2 Adults No Kids,2,None/Unknown,820165,827671,840361,845078,866227,861272,860776,857006,989069,1096036
787,25-34,25-34K,B,Homeowner,Single Male,1,None/Unknown,820165,831509,856772,859191,957736,1027136,5567702,894236,1044507,1079528
788,25-34,Under 15K,U,Unknown,1 Adult Kids,2,1,820165,823990,834484,866227,847982,6534178,5569230,1034499,928486,1022003
789,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,838738,922561,1137771,1071939,869728,1009449,911878,883003,1082185,981760
790,45-54,50-74K,U,Homeowner,Unknown,1,None/Unknown,820165,397896,6534178,9297310,5570406,1139915,1070015,7410320,7409944,9297032
791,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10182852,6552565,1139216,15452873,1123434,1043590,879948,927695,846823,851716
792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,866227,1404121,993638,1051069,871337,12324841,1034462,1735187,889362,999858
793,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823721,853529,872137,859191,6534178,995242,911215,896617,1133018,847982
794,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,943081,959455,867140,865026,995242,1092295,1126899,1058997,950638
795,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,866227,847982,951590,864532,1043751,981760,910032,844165,1029743,1044078
796,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,969866,993638,862349,1082185,908531,923746,866227,901062,1007195
797,25-34,75-99K,U,Homeowner,2 Adults No Kids,2,None/Unknown,830156,1029743,1082185,5569471,1039672,849549,1062128,6533368,950098,1135769
798,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,1110764,908531,1047523,10285144,5572828,13841744,965331,9420286,9677052
799,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,1050851,1058997,1126899,1082185,860975,946839,8090545,928754,5565447
800,25-34,35-49K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,830503,829323,865178,9677236,9677202,1028950,830960,1031419,995242
801,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,831509,914190,872137,6534178,10285141,873178,1053690,1092026,1118393
802,65+,35-49K,U,Homeowner,2 Adults No Kids,2,None/Unknown,908213,1005186,908531,986912,873627,983584,8090537,995785,1024306,905913
803,25-34,75-99K,U,Unknown,2 Adults No Kids,2,None/Unknown,840361,865178,847982,859191,1082185,969866,962568,1106523,15716445,1041688
804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,829563,840361,866227,882138,1134522,1053690,995242,1120741,999971,1114263
805,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,845307,840361,866227,847982,904360,899624,1038663,6534178,1029624,925626
806,35-44,75-99K,A,Homeowner,2 Adults No Kids,2,None/Unknown,840361,857390,849264,868205,6534178,1056212,5569471,868539,5584027,5584620
807,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,834484,840361,847982,860776,6534178,6034857,5703832,7409957,5995503
808,45-54,75-99K,U,Homeowner,2 Adults Kids,3,1,834484,6534178,1109408,1029743,1008814,1071939,844165,986912,908846,1082185
809,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,926422,1005186,862349,13672065,1059527,9926758,889649,925514,5587837,5585639
810,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,883616,1028816,970030,908846,962274,860776,961979,938849,993638,1024306
811,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,841905,866227,947068,951035,930917,1029743,865178,847982,849843,945821
812,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,896862,833715,879755,926307,945779,5578494,936792,1021116,986912,964356
813,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,860776,6534178,1037337,883932,1082185,946839,6534030,1050851,6979803
814,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,860776,1116007,1007195,907631,1098066,1013321,1020581,989101,961791
815,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,847982,833715,938700,1083721,985911,1013321,857849,1113588,883186,1045220
816,25-34,50-74K,U,Unknown,Single Female,1,None/Unknown,820165,840361,861272,901062,856942,6534178,938187,848268,995242,1082185
817,35-44,150-174K,A,Homeowner,2 Adults Kids,3,1,820165,823721,825123,829563,865178,904360,860776,1082185,856345,981760
818,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,840361,6544236,6534178,976065,849843,13876341,893501,1029743,901062
819,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,844165,923746,1080279,903745,840601,861494,16100240,970202,934639,944486
820,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,840361,860776,6534178,7025260,929668,947798,987480,1124729,9527158
821,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,1022199,863109,863324,8068543,6904858,1042940,13006964,821867,823721
822,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,847982,6533889,852303,874736,6464234,917407,1088835,981760,995242
823,35-44,50-74K,A,Homeowner,2 Adults Kids,3,1,834484,860776,6534178,1007195,6034249,911878,989101,882441,971195,1118946
824,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,830156,866227,847982,6534178,889188,13115579,923746,15777852,962229,1106523
825,45-54,175-199K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,830127,834484,841905,840361,845307,860776,866227,885356,6534166
826,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,12384431,970792,1030093,1137304,1072706,1035842,986869,1037840,5566809
827,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,917494,5995939,910473,1115360,907662,822241,834102,911215,845537
828,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,1058997,1060363,1045150,866211,1083328,862349,908181,1120085,1075313
829,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,845307,860776,6533889,960791,995242,882604,5569374,997506,1018740
830,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,1133018,968215,883404,9526563,862349,1118393,1106523,1082185,1068719
831,45-54,50-74K,B,Homeowner,1 Adult Kids,3,2,820165,834631,845078,856772,855488,865501,960421,1022003,937210,1115360
832,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,1106523,914190,1029743,1042628,985577,921614,5564763,938849,918441
833,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,6534178,908531,927191,1133018,1022003,1044078,983584,1053763,909894
834,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,829323,6534178,1093359,927191,856252,819330,850240,8293440,1071538,957928
835,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,859155,8352922,820801,5578547,12330557,1127831,1017059,829349,980095,1068562
836,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,916993,905459,877358,15511302,879143,863337,822524,990869,889319,833723
837,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,872137,5750524,2131153,8090549,901062,5589247,7473045,5587133,1008892,1007195
838,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,1112238,908531,865303,879948,844179,1133018,859592,833025,1076881
839,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,887485,909387,9655555,852145,1082185,882305,892221,862349,12946140
840,35-44,75-99K,A,Homeowner,2 Adults Kids,5+,3+,829323,829563,835796,835618,860776,882138,865178,848761,865456,6534178
841,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,6410462,6534178,852015,908531,1133018,1135681,9836903,843944,1135568
842,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,844818,845078,847982,866227,6533889,6534178,9245108,1065593,1132770
843,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6534178,883404,999971,845193,1081177,1076875,1098066,5569230,1083721,940700
844,45-54,200-249K,A,Homeowner,2 Adults No Kids,2,None/Unknown,823721,840361,904360,6534178,1127831,1082185,1026118,5566472,1014689,6396141
845,19-24,50-74K,B,Homeowner,Single Female,1,None/Unknown,820165,861272,6533889,6534178,8090533,1058997,838258,825994,944836,889886
846,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,847982,1133018,8090521,1028747,1004906,1075368,5569845,8090509,916381
847,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,834484,840361,1404121,6534178,1082185,1005274,1081189,1001827,1062128
848,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,823721,840361,835618,865456,1022003,989075,873627,1101173,917832
849,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,840361,830775,879988,855202,1028816,908846,1058997,1113667,847270
850,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,840361,6534178,981760,871162,845109,1095700,972569,878445,1128900
851,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,861445,1036501,868764,1130858,6039757,1079023,1051040,1131438,821867,823721
852,25-34,35-49K,U,Unknown,2 Adults Kids,4,2,820165,834484,865178,883268,1039840,1082185,976065,1007195,862349,847270
853,25-34,175-199K,B,Unknown,Single Female,1,None/Unknown,834484,843559,860776,6534178,847270,962199,1058554,970030,991639,998876
854,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,834484,840361,911812,860776,9419648,1046827,833715,862488,951976
855,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,831728,840361,861272,865178,1005186,13876869,5569230,1029743,916993
856,55-64,35-49K,B,Homeowner,Single Female,1,None/Unknown,845078,840361,882138,876042,872137,6534178,9419487,8180927,995242,945273
857,65+,35-49K,A,Homeowner,1 Adult Kids,3,1,834484,856772,866227,878285,976998,839262,868548,5569230,1054954,7155759
858,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1007195,1070820,1051069,873627,910291,5980750,831919,12132122,10455669,12188011
859,25-34,50-74K,U,Unknown,Single Female,1,None/Unknown,840361,865178,847982,901062,908213,865456,859191,6534178,977499,5569471
860,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,866227,1107553,1128900,1073150,1080414,1024875,822677,900112,1028944,826249
861,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,834484,840361,857006,1072523,1075796,851147,870515,1007195,908846
862,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,831509,953476,987562,896938,865510,908318,951190,845537,9420312
863,45-54,15-24K,U,Unknown,Unknown,1,None/Unknown,834484,840361,6534178,5569135,1005186,916122,892008,1029743,927191,1119761
864,35-44,15-24K,U,Homeowner,Single Female,1,None/Unknown,827656,830775,834631,834484,845307,865178,847982,868401,8090521,1070910
865,35-44,75-99K,A,Homeowner,2 Adults Kids,5+,3+,823990,6534178,844179,1022003,918733,947858,899624,1128647,1003836,867667
866,45-54,15-24K,U,Unknown,1 Adult Kids,2,1,823990,834631,866227,6534178,908531,1061220,16809471,994928,844179,1044078
867,45-54,75-99K,U,Homeowner,Unknown,1,None/Unknown,820165,834484,840361,872137,825365,6534178,1038217,16734350,9677886,8019396
868,65+,35-49K,A,Homeowner,2 Adults No Kids,2,None/Unknown,856942,878285,6534178,5569471,929018,1129671,1127831,834117,1022097,1027569
869,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,840361,826249,896672,7410013,1018434,949023,1034420,5592931,907014,904360
870,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,899736,1012941,10311335,1075707,934507,908846,910032,953476,1068719,1075368
871,35-44,200-249K,A,Homeowner,2 Adults Kids,3,1,826695,834484,840361,866227,904360,860776,854754,6534178,839656,1007195
872,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,986947,1062453,849870,9836415,1082185,920461,1029743,870497,821867,823721
873,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,831509,914190,872137,866227,6534178,1134522,995242,960999,1029743,9553031
874,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,968215,1013999,986293,1000753,1116635,1037840,907592,8019722,821867,823721
875,25-34,25-34K,U,Unknown,2 Adults Kids,3,1,840361,896369,1083721,1126899,5584007,1019089,835296,1065593,931672,1026754
876,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,840361,860776,883039,919158,6534178,929668,849843,843418,12782182
877,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,834484,860776,6534178,6533889,8011397,981760,1126899,12949559,12949746
878,25-34,35-49K,U,Unknown,1 Adult Kids,3,2,823990,834484,830503,840361,849264,866227,865456,856772,907014,857006
879,35-44,50-74K,B,Homeowner,2 Adults No Kids,2,None/Unknown,840361,6534178,1007195,911812,903325,946995,904997,962609,6424447,914190
880,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1077851,1088147,938700,1080414,1082185,1050229,1033142,1079228,951590,932127
881,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,820165,844818,849264,9884698,859010,1029743,1120741,883404,890695,1065593
882,45-54,50-74K,U,Unknown,2 Adults No Kids,2,None/Unknown,820165,845078,840361,865456,6534178,957063,935302,995242,1074405,1029743
883,35-44,35-49K,A,Homeowner,2 Adults No Kids,2,None/Unknown,820165,834484,840361,872137,865456,860776,904360,6534178,6534166,6533889
884,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1085604,923746,986912,1015539,866227,882441,1132770,879152,925626,981686
885,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,834484,6534178,927191,824555,951590,911502,1098066,1038217,859075,923746
886,35-44,100-124K,A,Homeowner,2 Adults No Kids,2,None/Unknown,840361,920724,6534178,9836903,863762,1078329,1132280,927191,980042,891024
887,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,823990,866227,1005186,1130716,860776,914190,904360,920200,821931,1108429
888,25-34,150-174K,U,Homeowner,2 Adults Kids,3,1,820165,834484,840361,845078,856772,901062,865456,860776,6034857,961554
889,25-34,50-74K,A,Homeowner,2 Adults Kids,4,2,823721,830503,847982,854920,897125,866227,6534178,849843,12263279,1082185
