household_key,AGE_DESC,INCOME_DESC,MARITAL_STATUS_CODE,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
378,55-64,50-74K,A,Homeowner,Single Female,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
379,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
380,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
381,25-34,35-49K,B,Homeowner,1 Adult Kids,2,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
382,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
383,45-54,50-74K,U,Homeowner,Unknown,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
384,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
385,25-34,50-74K,A,Homeowner,2 Adults Kids,5+,3+,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
386,35-44,25-34K,B,Probable Owner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
387,25-34,50-74K,B,Homeowner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
388,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
389,35-44,150-174K,U,Probable Owner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
390,45-54,25-34K,B,Renter,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
391,65+,25-34K,B,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
392,35-44,250K+,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
393,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
394,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
395,35-44,25-34K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
397,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
398,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
399,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
400,35-44,150-174K,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
401,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
402,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
403,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
404,25-34,25-34K,A,Unknown,Unknown,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
405,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
406,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
407,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
408,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
409,19-24,25-34K,B,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
410,55-64,35-49K,A,Homeowner,2 Adults Kids,5+,3+,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
411,35-44,Under 15K,U,Unknown,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
412,65+,15-24K,A,Homeowner,Single Female,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
413,45-54,100-124K,U,Unknown,Unknown,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
414,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
415,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
416,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
417,45-54,35-49K,A,Unknown,Single Female,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
418,35-44,35-49K,U,Unknown,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
419,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
420,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
421,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
422,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
423,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
424,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
425,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
426,45-54,50-74K,U,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
427,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
428,19-24,50-74K,U,Probable Owner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
429,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
430,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
431,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
432,19-24,25-34K,U,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
434,35-44,15-24K,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
435,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
436,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
437,25-34,50-74K,A,Homeowner,2 Adults Kids,5+,3+,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
438,35-44,50-74K,A,Probable Owner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
439,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
440,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
441,45-54,50-74K,B,Homeowner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
442,25-34,15-24K,U,Unknown,1 Adult Kids,2,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
443,45-54,25-34K,A,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
444,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
445,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
446,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
447,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
450,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
451,25-34,Under 15K,B,Renter,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
452,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
454,55-64,35-49K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
455,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
456,19-24,50-74K,B,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
457,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
458,55-64,35-49K,A,Homeowner,Single Female,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
459,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
460,65+,25-34K,B,Homeowner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
461,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
462,65+,100-124K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
463,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
464,65+,50-74K,A,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
465,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
466,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
467,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
468,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
469,45-54,75-99K,U,Probable Owner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
470,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
471,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
472,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
473,45-54,50-74K,U,Homeowner,Unknown,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
474,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
475,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
476,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
477,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
478,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
479,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
480,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
481,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
483,45-54,35-49K,U,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
484,25-34,15-24K,U,Unknown,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
485,35-44,25-34K,U,Homeowner,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
486,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
487,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
488,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
489,55-64,150-174K,U,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
490,35-44,75-99K,A,Homeowner,2 Adults Kids,5+,3+,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
491,45-54,75-99K,A,Unknown,Single Female,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
492,45-54,50-74K,U,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
493,55-64,50-74K,U,Unknown,Unknown,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
495,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
496,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
497,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
498,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
499,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
501,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
502,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
503,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
504,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
506,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
507,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
509,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
510,35-44,250K+,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
511,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
512,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
513,45-54,75-99K,U,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
514,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
515,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
516,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
517,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
518,45-54,75-99K,A,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
519,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
521,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
522,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
523,65+,35-49K,B,Homeowner,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
524,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
525,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
526,45-54,50-74K,U,Unknown,Unknown,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
527,45-54,50-74K,U,Homeowner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
528,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
529,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
530,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
532,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
534,45-54,35-49K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
535,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
536,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
537,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
538,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
539,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
540,25-34,50-74K,B,Homeowner,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
541,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
542,25-34,35-49K,U,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
543,35-44,35-49K,A,Probable Owner,1 Adult Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
544,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
545,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
546,45-54,50-74K,U,Unknown,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
547,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
548,35-44,75-99K,B,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
549,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
550,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
551,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
552,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
553,45-54,75-99K,U,Homeowner,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
554,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
555,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
556,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
557,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
558,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
559,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
560,19-24,35-49K,U,Unknown,2 Adults No Kids,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
561,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
562,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
563,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
564,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
565,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
566,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
567,19-24,25-34K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
568,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
569,35-44,250K+,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
570,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
571,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
572,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
573,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
574,35-44,75-99K,A,Homeowner,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
575,35-44,50-74K,U,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
576,55-64,35-49K,A,Homeowner,Single Male,2,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
577,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
578,25-34,50-74K,U,Unknown,Single Male,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
579,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
580,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
581,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
582,45-54,125-149K,A,Homeowner,Unknown,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
583,35-44,15-24K,B,Unknown,Single Female,1,None/Unknown,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
584,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
585,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
586,19-24,35-49K,A,Renter,2 Adults Kids,3,1,821867,823721,823990,825123,826695,827656,820165,821815,819312,830127
587,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,821867,823721,819312,820165,821815,827656,826695,825123,823990,830127
